Employee_Number,Stag,Turnover,Gender,Age,Industry,Profession,Traffic,Traffic_Source,Coach,Head_gender,Greywage,Way,Extraversion,Independ,Selfcontrol,Anxiety,Novator
509,5,No,Female,25,State,HR,youjs,Person_JobSite,no,Female,white,bus,9,5,3,7,9
510,150,No,Female,30,RealEstate,BusinessDevelopment,referal,Person_RecReferral,my head,Male,white,car,5,7,3,6,8
511,109,No,Female,22,State,HR,advert,Person_Advert,my head,Female,white,foot,5,6,7,4,3
512,36,Yes,Female,35,Retail,HR,empjs,Employer_JobSite,no,Male,white,bus,5,8,5,4,6
513,51,Yes,Female,24,Consult,HR,empjs,Employer_JobSite,my head,Female,white,bus,8,6,3,8,8
514,109,No,Female,29,Retail,HR,advert,Person_Advert,no,Male,white,car,5,3,10,5,2
515,11,No,Male,36,Manufacture,Engineer,friends,Employer_Friends,my head,Male,white,bus,8,3,4,9,7
516,129,No,Male,33,Manufacture,Engineer,recNErab,Person_ByRecomendation,my head,Male,white,bus,5,8,4,5,7
517,35,No,Female,34,Retail,HR,empjs,Employer_JobSite,no,Female,white,car,9,6,4,6,7
518,35,No,Female,34,Retail,HR,empjs,Employer_JobSite,no,Female,white,car,9,3,4,7,6
519,35,No,Female,34,Retail,HR,empjs,Employer_JobSite,no,Female,white,car,8,4,4,7,7
520,51,No,Female,28,Retail,HR,youjs,Person_JobSite,no,Female,white,car,5,6,6,3,4
521,15,No,Female,45,State,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,6,6,3,6,8
522,15,No,Female,45,State,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,5,5,4,8,9
523,10,Yes,Female,41,Retail,HR,empjs,Employer_JobSite,no,Male,white,bus,3,7,6,5,6
524,10,Yes,Female,41,Retail,HR,empjs,Employer_JobSite,no,Male,white,bus,2,7,8,6,4
525,10,Yes,Female,41,Retail,HR,empjs,Employer_JobSite,no,Male,white,bus,3,7,7,5,5
526,3,Yes,Female,41,Consult,HR,youjs,Person_JobSite,no,Female,white,bus,1,5,9,6,2
527,3,Yes,Female,41,Consult,HR,youjs,Person_JobSite,no,Female,white,bus,3,8,8,3,2
528,38,No,Male,33,Retail,HR,empjs,Employer_JobSite,my head,Female,white,bus,2,8,6,5,8
529,30,Yes,Female,22,Banks,HR,youjs,Person_JobSite,yes,Female,white,bus,6,5,5,5,7
530,5,No,Female,29,Retail,HR,empjs,Employer_JobSite,my head,Female,grey,bus,5,6,2,7,7
531,5,No,Female,29,Retail,HR,empjs,Employer_JobSite,my head,Female,grey,bus,5,1,6,9,3
532,5,No,Female,29,Retail,HR,empjs,Employer_JobSite,my head,Female,grey,bus,5,5,8,9,3
533,34,Yes,Female,34,Manufacture,Marketing,referal,Person_RecReferral,no,Male,grey,car,9,3,5,3,6
534,41,No,Male,33,Retail,HR,empjs,Employer_JobSite,no,Female,white,car,5,6,8,7,5
535,41,No,Male,33,Retail,HR,empjs,Employer_JobSite,no,Female,white,car,5,8,6,7,6
536,11,No,Female,28,Agriculture,HR,friends,Employer_Friends,no,Female,white,bus,6,6,3,6,8
537,34,Yes,Female,27,Retail,HR,friends,Employer_Friends,my head,Female,white,bus,5,3,3,9,8
538,34,Yes,Female,27,Retail,HR,friends,Employer_Friends,my head,Female,white,bus,6,6,7,3,4
539,11,Yes,Female,35,Transport,Commercial,empjs,Employer_JobSite,no,Female,white,car,8,6,2,6,8
540,60,Yes,Female,27,Retail,HR,youjs,Person_JobSite,my head,Male,white,bus,6,7,4,6,6
541,25,Yes,Female,42,Transport,HR,youjs,Person_JobSite,no,Male,white,bus,5,5,4,5,6
542,34,No,Female,22,Retail,manage,youjs,Person_JobSite,no,Female,white,bus,6,9,5,3,3
543,54,No,Female,40,RealEstate,HR,youjs,Person_JobSite,no,Female,white,foot,4,8,8,4,4
544,54,No,Female,40,RealEstate,HR,youjs,Person_JobSite,no,Female,white,foot,5,9,5,3,3
545,2,No,Male,31,Banks,IT,recNErab,Person_ByRecomendation,no,Male,grey,car,6,4,3,9,8
546,1,No,Female,43,Other,HR,youjs,Person_JobSite,no,Male,white,bus,3,6,8,7,4
547,58,No,Female,23,Other,Sales,empjs,Employer_JobSite,my head,Female,white,bus,5,6,10,6,5
548,23,No,Female,29,Retail,HR,youjs,Person_JobSite,my head,Male,white,bus,8,6,6,4,5
549,23,No,Female,29,Retail,HR,youjs,Person_JobSite,my head,Male,white,bus,6,6,6,6,3
550,23,No,Female,29,Retail,HR,youjs,Person_JobSite,my head,Male,white,bus,7,6,6,4,4
551,47,No,Female,22,State,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,car,5,9,6,6,6
552,15,Yes,Female,44,State,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,grey,car,4,6,6,6,7
553,39,No,Male,21,IT,IT,friends,Employer_Friends,my head,Male,white,foot,4,6,6,8,4
554,48,No,Male,40,IT,Sales,rabrecNErab,Employer_ByRecomendation,no,Male,white,car,1,7,10,6,1
555,4,Yes,Female,32,Other,Marketing,youjs,Person_JobSite,no,Male,white,bus,4,6,6,4,6
556,67,No,Male,31,Banks,Other,friends,Employer_Friends,no,Male,white,bus,5,8,4,4,6
557,14,Yes,Female,23,Other,HR,friends,Employer_Friends,my head,Female,white,bus,5,8,6,3,2
558,109,Yes,Male,27,Building,HR,referal,Person_RecReferral,no,Male,white,car,4,6,8,6,6
559,87,No,Female,25,Manufacture,HR,youjs,Person_JobSite,my head,Female,white,bus,5,8,10,3,1
560,87,No,Female,25,Manufacture,HR,youjs,Person_JobSite,my head,Female,white,bus,5,6,7,6,3
561,18,Yes,Male,39,Banks,Finanсe,rabrecNErab,Employer_ByRecomendation,my head,Male,white,bus,4,8,6,5,5
562,133,Yes,Female,29,Retail,Sales,rabrecNErab,Employer_ByRecomendation,no,Male,white,car,5,7,3,8,7
563,8,Yes,Female,24,Consult,HR,youjs,Person_JobSite,no,Female,white,bus,6,3,7,3,4
564,8,Yes,Female,24,Consult,HR,youjs,Person_JobSite,no,Female,white,bus,6,6,7,7,4
565,13,Yes,Female,33,Manufacture,HR,youjs,Person_JobSite,yes,Male,white,car,9,6,2,5,7
566,56,Yes,Female,27,Retail,Sales,friends,Employer_Friends,yes,Male,white,bus,5,7,7,3,7
567,13,Yes,Female,29,Consult,HR,advert,Person_Advert,my head,Female,white,foot,4,5,6,8,7
568,32,No,Female,29,Manufacture,HR,friends,Employer_Friends,no,Female,white,bus,4,5,6,8,7
569,164,Yes,Male,19,Manufacture,HR,referal,Person_RecReferral,no,Male,white,car,5,6,6,8,6
570,32,Yes,Male,29,Consult,HR,empjs,Employer_JobSite,my head,Male,white,bus,5,3,10,6,1
571,5,No,Female,27,Manufacture,HR,youjs,Person_JobSite,no,Male,white,car,5,4,6,7,4
572,14,No,Female,29,Manufacture,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,6,3,5,8,8
573,52,No,Male,33,PowerGeneration,Other,rabrecNErab,Employer_ByRecomendation,no,Female,white,car,6,5,5,6,5
574,23,Yes,Female,30,RealEstate,HR,rabrecNErab,Employer_ByRecomendation,no,Male,grey,bus,8,3,5,6,5
575,19,No,Female,31,Other,HR,empjs,Employer_JobSite,my head,Female,white,bus,7,3,4,9,5
576,74,No,Male,33,Telecom,IT,friends,Employer_Friends,yes,Male,white,car,7,6,3,6,8
577,9,No,Male,34,Manufacture,HR,youjs,Person_JobSite,my head,Female,white,bus,9,8,1,4,5
578,48,Yes,Female,34,Mining,manage,KA,RecAgency,no,Female,white,bus,7,3,7,5,5
579,15,Yes,Male,29,PowerGeneration,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,4,3,8,6,6
580,64,Yes,Female,31,Building,Marketing,rabrecNErab,Employer_ByRecomendation,no,Male,white,car,4,6,3,9,9
581,49,Yes,Male,42,Consult,Consult,youjs,Person_JobSite,my head,Male,white,bus,5,8,6,6,5
582,13,Yes,Female,34,Mining,HR,empjs,Employer_JobSite,no,Male,white,car,6,5,4,6,7
583,18,Yes,Female,39,Retail,HR,rabrecNErab,Employer_ByRecomendation,yes,Male,white,car,6,8,4,3,4
584,114,Yes,Female,38,Mining,Finanсe,referal,Person_RecReferral,no,Male,white,bus,4,3,10,7,3
585,8,No,Female,42,Banks,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,4,8,3,5,8
586,8,Yes,Female,33,Manufacture,HR,referal,Person_RecReferral,my head,Male,grey,car,8,7,3,5,8
587,27,Yes,Female,44,Transport,HR,referal,Person_RecReferral,no,Male,white,car,4,6,5,6,10
588,1,Yes,Male,28,Transport,Commercial,referal,Person_RecReferral,no,Male,white,bus,6,3,6,9,6
589,95,No,Female,30,Retail,HR,advert,Person_Advert,no,Female,grey,bus,6,4,4,6,8
590,13,Yes,Female,24,Other,HR,empjs,Employer_JobSite,my head,Female,white,bus,9,5,4,6,5
591,20,Yes,Female,29,Manufacture,HR,empjs,Employer_JobSite,no,Male,white,car,6,6,5,5,8
592,35,No,Male,27,Other,Sales,youjs,Person_JobSite,yes,Male,grey,bus,10,3,4,6,9
593,97,Yes,Male,30,Retail,Sales,KA,RecAgency,no,Male,white,car,6,8,5,5,8
594,12,Yes,Female,39, HoReCa,HR,youjs,Person_JobSite,no,Male,white,foot,4,7,6,6,4
595,11,Yes,Female,26,Telecom,IT,youjs,Person_JobSite,my head,Male,grey,bus,7,4,3,9,9
596,4,No,Male,40,State,Consult,KA,RecAgency,no,Male,grey,foot,7,6,4,6,9
597,2,No,Female,28,Building,HR,empjs,Employer_JobSite,my head,Male,white,bus,7,7,3,4,5
598,18,No,Female,39,Transport,HR,youjs,Person_JobSite,no,Female,white,bus,5,4,5,6,4
599,18,No,Female,39,Transport,HR,youjs,Person_JobSite,no,Female,white,bus,6,5,6,4,3
600,18,No,Female,24,Retail,HR,friends,Employer_Friends,my head,Female,white,bus,5,5,5,7,7
601,18,No,Female,24,Retail,HR,friends,Employer_Friends,my head,Female,white,bus,5,2,8,6,6
602,10,No,Female,34,Other,Other,empjs,Employer_JobSite,my head,Female,white,car,6,1,7,5,6
603,8,No,Female,23,Transport,HR,youjs,Person_JobSite,my head,Female,white,bus,5,8,8,6,2
604,84,No,Male,28,IT,HR,youjs,Person_JobSite,no,Male,white,bus,2,6,7,5,4
605,8,No,Female,30,Transport,HR,youjs,Person_JobSite,no,Male,white,bus,6,6,6,3,4
606,10,Yes,Female,34,State,Teaching,referal,Person_RecReferral,no,Female,white,bus,8,8,3,3,8
607,44,Yes,Female,32,Transport,HR,rabrecNErab,Employer_ByRecomendation,my head,Male,white,bus,6,5,3,6,10
608,83,No,Female,20,Telecom,HR,recNErab,Person_ByRecomendation,yes,Female,white,foot,4,7,6,6,7
609,28,No,Female,25,Consult,HR,empjs,Employer_JobSite,no,Female,white,bus,7,4,6,6,8
610,4,Yes,Female,23,Other,HR,rabrecNErab,Employer_ByRecomendation,yes,Male,white,bus,7,5,7,5,4
611,48,Yes,Female,25,State,Consult,rabrecNErab,Employer_ByRecomendation,yes,Female,white,bus,7,4,6,6,8
612,9,Yes,Female,25,Retail,IT,empjs,Employer_JobSite,no,Female,grey,bus,7,3,6,8,5
613,31,No,Female,37,IT,HR,empjs,Employer_JobSite,my head,Female,white,bus,5,7,6,6,7
614,26,No,Male,36,Transport,Other,empjs,Employer_JobSite,no,Male,grey,bus,4,8,6,6,6
615,18,No,Female,23,PowerGeneration,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,7,6,4,5,6
616,7,No,Female,26,State,HR,youjs,Person_JobSite,no,Male,white,bus,8,6,3,7,7
617,23,Yes,Female,32,Consult,HR,friends,Employer_Friends,no,Female,white,car,6,6,7,3,3
618,100,No,Female,23,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,car,5,6,6,5,10
619,36,No,Female,45,Transport,HR,recNErab,Person_ByRecomendation,no,Female,white,car,5,5,5,9,5
620,19,Yes,Female,25,Consult,HR,empjs,Employer_JobSite,my head,Female,grey,bus,7,5,6,5,5
621,44,No,Female,38,Retail,HR,friends,Employer_Friends,no,Male,white,bus,8,8,3,6,8
622,90,No,Female,20,Telecom,HR,referal,Person_RecReferral,my head,Female,white,bus,9,7,3,3,8
623,22,Yes,Female,34,Retail,HR,empjs,Employer_JobSite,no,Male,white,car,8,4,3,5,4
624,34,No,Female,24,IT,HR,empjs,Employer_JobSite,no,Male,white,bus,6,6,5,3,4
625,6,No,Female,38,Retail,BusinessDevelopment,youjs,Person_JobSite,no,Male,white,car,7,5,4,7,9
626,20,No,Female,33,Pharma,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,5,7,4,5,6
627,26,Yes,Male,25,Retail,IT,referal,Person_RecReferral,no,Male,white,car,2,8,6,8,6
628,25,No,Female,32,Manufacture,HR,KA,RecAgency,no,Male,white,car,6,7,6,5,8
629,42,Yes,Female,36,Manufacture,Sales,KA,RecAgency,no,Male,grey,car,9,5,2,7,8
630,24,Yes,Female,32,Other,HR,youjs,Person_JobSite,my head,Female,white,bus,5,7,7,8,7
631,80,Yes,Female,25,Consult,HR,youjs,Person_JobSite,my head,Female,white,bus,6,6,6,3,7
632,22,No,Male,37,Manufacture,Other,youjs,Person_JobSite,no,Male,white,bus,3,8,6,6,7
633,42,Yes,Female,26,Consult,BusinessDevelopment,empjs,Employer_JobSite,my head,Male,white,bus,9,7,3,3,6
634,33,No,Male,32,Retail,HR,youjs,Person_JobSite,no,Male,white,bus,5,3,6,9,6
635,65,No,Female,25,Other,HR,KA,RecAgency,my head,Male,white,foot,8,4,6,4,4
636,3,Yes,Female,37,IT,HR,empjs,Employer_JobSite,yes,Female,white,bus,6,7,6,6,5
637,89,Yes,Female,25,Transport,HR,referal,Person_RecReferral,my head,Female,white,car,5,7,5,4,6
638,110,No,Female,25,Pharma,HR,friends,Employer_Friends,my head,Female,white,bus,10,2,3,7,10
639,14,No,Female,56,Retail,HR,empjs,Employer_JobSite,no,Male,white,bus,5,6,5,6,7
640,12,Yes,Male,24,State,Teaching,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,6,4,6,6,4
641,102,No,Female,32,IT,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,5,8,4,5,6
642,179,No,Female,24,Retail,HR,KA,RecAgency,no,Female,white,bus,7,5,3,6,8
643,12,No,Female,24,Pharma,HR,youjs,Person_JobSite,yes,Female,white,bus,5,7,6,6,4
644,25,No,Female,24,Manufacture,HR,youjs,Person_JobSite,no,Male,white,bus,4,8,8,5,3
645,62,No,Male,31,Banks,HR,youjs,Person_JobSite,no,Female,white,car,5,5,9,6,4
646,24,No,Female,27,Building,HR,empjs,Employer_JobSite,no,Male,white,bus,9,6,5,3,4
647,64,No,Female,37,Manufacture,HR,KA,RecAgency,no,Male,white,foot,6,7,3,7,7
648,5,Yes,Female,38,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,car,1,4,7,6,8
649,65,No,Female,35,Consult,HR,friends,Employer_Friends,my head,Female,white,foot,7,6,7,3,5
650,65,No,Female,35,Consult,HR,friends,Employer_Friends,my head,Female,white,foot,9,7,6,3,4
651,3,No,Male,29,PowerGeneration,HR,friends,Employer_Friends,no,Female,white,bus,7,6,8,6,8
652,2,No,Male,25,Retail,Marketing,youjs,Person_JobSite,no,Female,white,car,6,3,6,6,7
653,27,Yes,Female,26,Consult,HR,youjs,Person_JobSite,my head,Female,white,bus,9,4,5,6,5
654,145,No,Female,27,Manufacture,HR,referal,Person_RecReferral,no,Female,white,car,5,9,3,5,6
655,45,Yes,Female,34,Retail,HR,youjs,Person_JobSite,no,Female,white,bus,7,2,10,6,6
656,45,Yes,Female,34,Retail,HR,youjs,Person_JobSite,no,Female,white,bus,6,3,9,6,6
657,45,Yes,Female,34,Retail,HR,youjs,Person_JobSite,no,Female,white,bus,5,3,10,3,4
658,45,Yes,Female,34,Retail,HR,youjs,Person_JobSite,no,Female,white,bus,5,6,10,3,5
659,6,No,Female,35, HoReCa,HR,youjs,Person_JobSite,no,Female,white,bus,5,6,7,6,3
660,23,Yes,Female,36,PowerGeneration,Accounting,empjs,Employer_JobSite,no,Female,white,bus,8,2,4,7,9
661,97,No,Female,46,Other,Marketing,friends,Employer_Friends,no,Male,white,bus,5,8,5,8,6
662,11,Yes,Female,32,Building,HR,rabrecNErab,Employer_ByRecomendation,my head,Male,white,car,8,6,5,6,9
663,17,No,Female,38,Retail,HR,youjs,Person_JobSite,no,Female,white,foot,7,2,10,6,6
664,17,No,Female,38,Retail,HR,youjs,Person_JobSite,no,Female,white,foot,6,3,9,6,6
665,17,No,Female,38,Retail,HR,youjs,Person_JobSite,no,Female,white,foot,5,3,10,3,4
666,17,No,Female,38,Retail,HR,youjs,Person_JobSite,no,Female,white,foot,5,6,10,3,5
667,61,No,Female,25,Other,HR,youjs,Person_JobSite,no,Female,white,bus,6,6,3,6,7
668,9,Yes,Female,23,Retail,HR,youjs,Person_JobSite,no,Female,white,bus,7,6,3,5,7
669,82,No,Female,31,Retail,HR,youjs,Person_JobSite,yes,Female,white,bus,5,6,7,3,3
670,82,No,Female,31,Retail,HR,youjs,Person_JobSite,yes,Female,white,bus,5,6,7,5,4
671,56,No,Female,40,Other,HR,youjs,Person_JobSite,no,Female,white,foot,4,8,8,4,4
672,56,No,Female,40,Other,HR,youjs,Person_JobSite,no,Female,white,foot,5,9,5,3,3
673,50,No,Male,40,IT,Sales,friends,Employer_Friends,no,Male,white,car,1,7,10,6,1
674,57,No,Male,26,Building,HR,friends,Employer_Friends,my head,Male,white,car,5,7,5,6,7
675,164,No,Male,23,Retail,HR,empjs,Employer_JobSite,no,Female,white,car,5,6,8,7,5
676,164,No,Male,23,Retail,HR,empjs,Employer_JobSite,no,Female,white,car,5,8,6,7,6
677,54,Yes,Male,37,IT,IT,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,8,5,3,6,10
678,24,No,Female,34,Banks,HR,youjs,Person_JobSite,no,Female,white,bus,4,7,7,6,5
679,1,Yes,Female,29,Banks,HR,youjs,Person_JobSite,my head,Female,white,bus,5,4,6,5,4
680,60,Yes,Female,27,Retail,HR,youjs,Person_JobSite,my head,Male,white,car,6,7,4,6,6
681,27,No,Female,31,Consult,Marketing,rabrecNErab,Employer_ByRecomendation,no,Male,white,foot,5,6,3,8,8
682,89,Yes,Male,18,Retail,Sales,referal,Person_RecReferral,my head,Male,white,bus,8,6,3,7,8
683,47,No,Female,31, HoReCa,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,car,7,5,6,4,7
684,21,No,Female,27,Retail,HR,empjs,Employer_JobSite,my head,Male,white,bus,5,8,6,4,4
685,8,No,Female,35,Other,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,5,7,7,8,7
686,48,No,Female,39,Manufacture,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,3,8,10,3,4
687,48,No,Female,39,Manufacture,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,3,8,8,4,1
688,42,No,Female,27,PowerGeneration,HR,youjs,Person_JobSite,no,Male,white,bus,3,3,6,7,8
689,42,No,Female,27,PowerGeneration,HR,youjs,Person_JobSite,no,Male,white,bus,3,6,4,7,8
690,39,Yes,Female,37,Retail,HR,friends,Employer_Friends,no,Female,white,car,6,7,4,6,8
691,39,Yes,Female,37,Retail,HR,friends,Employer_Friends,no,Female,white,car,4,9,5,6,8
692,39,Yes,Female,37,Retail,HR,friends,Employer_Friends,no,Female,white,car,6,7,4,6,8
693,39,Yes,Female,37,Retail,HR,friends,Employer_Friends,no,Female,white,car,4,9,5,6,8
694,44,No,Female,36,IT,HR,youjs,Person_JobSite,my head,Female,white,bus,5,7,6,6,7
695,14,No,Female,31,IT,HR,friends,Employer_Friends,my head,Female,white,bus,6,6,6,3,7
696,34,No,Female,23,Retail,HR,empjs,Employer_JobSite,my head,Female,white,bus,6,4,8,4,4
697,70,No,Female,31,Manufacture,HR,friends,Employer_Friends,my head,Female,white,bus,1,8,8,6,1
698,40,No,Male,22,Other,HR,youjs,Person_JobSite,no,Female,white,bus,9,3,6,6,7
699,145,Yes,Male,30,Retail,Finanсe,friends,Employer_Friends,no,Female,white,bus,9,3,5,7,8
700,15,No,Female,45,Retail,HR,friends,Employer_Friends,no,Female,white,foot,4,7,8,6,5
701,58,No,Female,33,PowerGeneration,HR,empjs,Employer_JobSite,my head,Female,white,car,8,6,6,8,6
702,58,No,Female,33,PowerGeneration,HR,empjs,Employer_JobSite,my head,Female,white,car,4,3,6,9,8
703,48,Yes,Female,33,Banks,HR,empjs,Employer_JobSite,no,Female,white,bus,7,6,1,9,8
704,42,Yes,Female,18,Banks,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,6,6,4,3,5
705,13,Yes,Female,36,PowerGeneration,HR,youjs,Person_JobSite,my head,Male,white,bus,6,6,6,6,7
706,16,No,Female,41,Retail,HR,youjs,Person_JobSite,no,Male,grey,bus,8,8,4,2,5
707,29,Yes,Female,29,Banks,HR,friends,Employer_Friends,no,Female,white,bus,6,6,5,6,10
708,1,No,Female,50,Pharma,BusinessDevelopment,youjs,Person_JobSite,no,Male,grey,car,5,6,8,5,5
709,57,No,Female,34, HoReCa,HR,youjs,Person_JobSite,no,Female,white,car,6,4,7,5,1
710,117,Yes,Male,38,Retail,Commercial,KA,RecAgency,yes,Male,white,car,8,9,3,4,9
711,40,No,Female,25,IT,HR,youjs,Person_JobSite,no,Male,white,bus,6,7,3,6,8
712,50,Yes,Female,30,State,Finanсe,referal,Person_RecReferral,no,Male,grey,bus,10,6,4,4,8
713,12,Yes,Male,27,Retail,Sales,youjs,Person_JobSite,my head,Male,white,car,4,3,3,10,9
714,19,Yes,Female,38,Retail,Commercial,empjs,Employer_JobSite,no,Male,white,car,7,7,4,4,7
715,44,No,Female,29,Retail,HR,youjs,Person_JobSite,no,Female,white,car,9,6,5,5,9
716,132,No,Female,26,Telecom,IT,youjs,Person_JobSite,my head,Male,white,car,3,7,5,6,6
717,14,No,Female,27,Manufacture,HR,empjs,Employer_JobSite,no,Female,white,bus,7,5,6,5,4
718,19,No,Male,43,Consult,IT,referal,Person_RecReferral,no,Male,white,foot,6,4,6,7,8
719,82,Yes,Male,34,Retail,Commercial,KA,RecAgency,no,Male,white,car,4,3,7,9,8
720,17,No,Female,31,Other,HR,rabrecNErab,Employer_ByRecomendation,no,Female,grey,bus,9,5,3,8,7
721,21,No,Female,27,Manufacture,HR,friends,Employer_Friends,no,Male,white,bus,8,5,2,6,6
722,51,No,Female,28,Manufacture,HR,youjs,Person_JobSite,my head,Female,white,car,7,5,6,3,4
723,6,No,Female,21,Consult,HR,friends,Employer_Friends,yes,Female,grey,bus,7,6,4,5,7
724,7,Yes,Female,39,State,HR,friends,Employer_Friends,no,Female,white,car,7,4,3,8,8
725,7,Yes,Female,39,State,HR,friends,Employer_Friends,no,Female,white,car,8,6,3,6,7
726,2,Yes,Female,39,State,Teaching,rabrecNErab,Employer_ByRecomendation,no,Male,grey,bus,2,7,9,6,5
727,27,Yes,Female,27,Retail,Sales,referal,Person_RecReferral,my head,Male,white,bus,9,8,1,6,10
728,79,Yes,Male,29,Retail,IT,referal,Person_RecReferral,yes,Male,white,car,1,4,10,5,1
729,1,No,Female,49,Telecom,HR,friends,Employer_Friends,no,Male,white,car,5,3,4,6,7
730,140,No,Male,27,Retail,BusinessDevelopment,referal,Person_RecReferral,no,Male,white,car,4,6,4,8,5
731,27,Yes,Female,28,Banks,HR,youjs,Person_JobSite,no,Female,white,foot,4,9,6,5,7
732,26,Yes,Female,27,Consult,Sales,rabrecNErab,Employer_ByRecomendation,my head,Male,grey,bus,7,5,5,6,7
733,5,No,Male,23,Consult,HR,empjs,Employer_JobSite,my head,Male,white,bus,5,6,5,6,8
734,40,No,Male,41,IT,IT,friends,Employer_Friends,no,Male,white,car,1,7,10,6,1
735,32,No,Male,49,PowerGeneration,IT,friends,Employer_Friends,no,Male,grey,car,3,3,9,6,4
736,2,No,Male,30,IT,IT,friends,Employer_Friends,my head,Male,white,bus,6,5,7,5,4
737,50,No,Female,21,Banks,HR,youjs,Person_JobSite,my head,Female,grey,bus,5,7,7,7,1
738,71,Yes,Female,24,Manufacture,HR,referal,Person_RecReferral,no,Female,white,bus,8,6,7,6,4
739,15,Yes,Female,34,Retail,HR,youjs,Person_JobSite,my head,Male,white,car,4,5,6,8,7
740,37,Yes,Male,38,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,7,3,6,9,5
741,27,No,Female,32,Other,Sales,empjs,Employer_JobSite,no,Male,white,bus,8,6,3,4,8
742,33,Yes,Female,58,Retail,Accounting,youjs,Person_JobSite,no,Male,white,bus,5,5,6,5,6
743,5,No,Male,29,PowerGeneration,HR,friends,Employer_Friends,no,Female,white,bus,7,6,8,6,8
744,80,No,Male,23,IT,IT,youjs,Person_JobSite,my head,Male,white,car,5,6,9,5,4
745,13,No,Female,36,IT,HR,recNErab,Person_ByRecomendation,yes,Male,white,bus,5,7,5,6,6
746,20,No,Female,45,State,HR,rabrecNErab,Employer_ByRecomendation,no,Female,grey,bus,6,6,3,6,8
747,20,No,Female,45,State,HR,rabrecNErab,Employer_ByRecomendation,no,Female,grey,bus,5,5,4,8,9
748,10,Yes,Female,28,Consult,HR,youjs,Person_JobSite,my head,Male,white,bus,7,4,3,5,7
749,11,Yes,Female,37,Mining,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,5,5,8,6,8
750,128,No,Female,32,Building,HR,KA,RecAgency,no,Male,white,bus,8,7,4,3,8
751,6,No,Male,37,IT,IT,rabrecNErab,Employer_ByRecomendation,my head,Male,white,bus,6,7,4,4,8
752,61,No,Male,29,IT,IT,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,1,6,10,7,3
753,110,No,Female,25,Retail,HR,youjs,Person_JobSite,my head,Male,white,car,6,3,6,6,8
754,52,No,Male,27,Retail,IT,KA,RecAgency,no,Male,white,bus,4,6,4,9,7
755,6,No,Female,42,IT,IT,KA,RecAgency,no,Male,white,foot,1,8,9,5,5
756,23,Yes,Male,32,IT,IT,empjs,Employer_JobSite,no,Male,white,car,1,8,10,6,5
757,6,No,Male,28,Banks,IT,rabrecNErab,Employer_ByRecomendation,yes,Male,white,bus,2,8,6,6,3
758,11,No,Male,40,State,Finanсe,rabrecNErab,Employer_ByRecomendation,no,Female,white,car,5,8,6,6,8
759,24,Yes,Male,22,Building,Consult,friends,Employer_Friends,yes,Male,white,bus,7,5,3,7,7
760,51,Yes,Male,34,IT,IT,referal,Person_RecReferral,no,Female,white,car,4,3,6,8,7
761,39,No,Male,40,IT,IT,empjs,Employer_JobSite,no,Male,white,car,4,6,9,6,4
762,17,No,Male,24,IT,IT,empjs,Employer_JobSite,yes,Male,white,bus,5,5,6,6,4
763,28,No,Male,34,IT,IT,referal,Person_RecReferral,no,Male,white,foot,6,1,7,6,9
764,32,No,Male,29,IT,IT,youjs,Person_JobSite,no,Male,white,bus,4,3,6,8,8
765,5,No,Male,40,Consult,IT,friends,Employer_Friends,no,Male,white,foot,4,4,7,9,7
766,5,No,Female,23,IT,HR,rabrecNErab,Employer_ByRecomendation,yes,Male,white,bus,5,5,6,7,7
767,13,Yes,Female,36,PowerGeneration,HR,youjs,Person_JobSite,my head,Male,white,bus,6,6,6,6,7
768,41,Yes,Male,35,IT,IT,referal,Person_RecReferral,yes,Male,white,car,6,8,4,6,7
769,37,No,Male,24,IT,IT,empjs,Employer_JobSite,yes,Male,white,car,5,2,6,9,6
770,104,No,Female,34,Retail,Accounting,rabrecNErab,Employer_ByRecomendation,no,Female,white,car,5,3,8,6,5
771,9,Yes,Male,44,IT,Engineer,empjs,Employer_JobSite,no,Male,white,bus,7,8,6,6,6
